Date,BAC,JPM,WFC,C,GS,MS,USB,TFC,PNC,TD,FITB,KEY,MTB,HBAN,CFG,RF,BK,STT,ALLY,NYCB,,
6/5/23,28.82,140.110001,41.16,46.360001,322.929993,84.400002,31.870001,32.369999,124.010002,77.739998,26.15,10.36,126.059998,10.96,27.950001,18.120001,42.860001,71.610001,28.219999,10.85,,
6/6/23,28.459999,138.679993,40.400002,46.189999,322.429993,83.599998,31.23,31.540001,122.949997,79.18,25.49,10.13,125.699997,10.71,27.43,17.82,42.580002,71.779999,27.67,10.61,,
6/7/23,29.299999,139.550003,41.450001,47.470001,327.640015,86.050003,32.740002,33.189999,126.260002,77.599998,26.99,10.69,127.540001,11.33,28.879999,18.42,43.439999,74.339996,28.34,10.99,,
6/8/23,29.280001,140.669998,41.700001,47.73,335.359985,86.400002,33.099998,33.52,126.980003,77.900002,27.08,10.87,128.809998,11.38,28.799999,18.549999,43.619999,74.080002,28.5,11,,
6/9/23,29.200001,140.350006,42.330002,48.099998,335.209991,86.739998,33,33.279999,128.639999,78.25,26.85,10.98,128.529999,11.18,28.74,18.5,43.98,73.75,28.49,10.85,,
6/12/23,29.299999,141.070007,42.110001,48.27,338.440002,86.199997,32.709999,32.360001,128.509995,79.18,26.290001,10.67,126.029999,10.95,28,18.299999,44.34,73.650002,27.700001,10.88,,
6/13/23,29.129999,140.479996,41.68,48.450001,340.200012,87.839996,32.080002,31.969999,126.620003,78.940002,26,10.22,125.059998,10.9,27.370001,18.15,43.75,73.599998,28.16,11.01,,
6/14/23,29.57,143,42.75,48.830002,344.779999,88.599998,33,32.779999,129.5,78.989998,26.360001,10.6,126.209999,11.24,28.5,18.6,44.389999,74.230003,28.959999,10.99,,
6/15/23,28.9,140.589996,41.82,48.130001,337.320007,87.629997,32.200001,31.549999,126.510002,80.139999,25.809999,9.85,121.730003,10.64,26.940001,17.98,43.959999,72.809998,28.08,10.78,,
6/16/23,29.530001,143.050003,42.580002,48.84,341.380005,89.620003,33.490002,32.189999,129.380005,79.93,26.700001,10.17,125.800003,10.91,28.120001,18.389999,45,74.769997,28.77,10.92,,
6/20/23,29.01,142.610001,42.119999,47.91,335.320007,87.099998,33.040001,31.690001,127.599998,80.650002,26.32,9.88,122.57,10.85,27.290001,18.040001,44.459999,73.059998,28.059999,10.63,,
6/21/23,28.780001,142.899994,41.849998,47.5,328.450012,86.559998,33.66,31.4,126.349998,80.82,26.889999,9.82,122.620003,10.68,27.139999,17.860001,44.419998,73.120003,27.75,10.71,,
6/22/23,28.5,142.309998,41.549999,47.220001,323.690002,85.519997,33.450001,31.5,126.550003,80.610001,26.549999,9.76,122.489998,10.63,27.1,17.65,43.900002,73.029999,27.219999,10.62,,
6/23/23,27.74,138.539993,40.529999,46.099998,316.559998,83.260002,31.99,30.09,122.260002,80.18,25.360001,9.5,116.019997,10.16,25.6,17,42.740002,70.540001,26.450001,10.34,,
6/26/23,27.799999,138.869995,40.779999,46.119999,315.130005,83.559998,31.870001,30.09,123.589996,79.5,25.73,9.4,116.300003,10.29,25.629999,17.129999,42.950001,71.169998,26.42,10.68,,
6/27/23,28.1,139,40.619999,46.200001,312.410004,83.910004,32.290001,30.02,123.43,78.010002,25.940001,9.36,119.029999,10.35,25.66,17.27,43.07,71.269997,25.780001,10.68,,
6/28/23,28.25,139.160004,40.919998,46.369999,311.720001,84.540001,32.57,30.450001,123.879997,77.790001,26.030001,9.4,121.190002,10.49,25.809999,17.51,43.779999,72.349998,26.280001,10.98,,
6/29/23,28.5,140.070007,41.48,46.169998,317.850006,85.339996,32.18,30.780001,124.739998,79.550003,26.559999,9.44,123,10.71,25.360001,17.6,43.869999,72.43,27.25,11.28,,
6/30/23,28.940001,144.600006,42.950001,46.779999,325.820007,86.019997,33.209999,30.959999,126.790001,80.290001,26.559999,9.48,125.339996,10.86,26.309999,17.809999,44.639999,73.400002,27.379999,11.3,,
7/3/23,28.700001,146.190002,42.880001,46.080002,322.410004,86.339996,33.16,30.52,126.449997,80.650002,26.389999,9.29,124.199997,10.85,26.33,17.84,44.619999,73.510002,27.110001,11.29,,
7/5/23,29.139999,144.940002,43.23,46.709999,323.950012,85.949997,33.330002,30.9,126.459999,81.809998,26.5,9.42,125.860001,10.79,26.030001,18.16,44.689999,73.790001,27.040001,11.28,,
7/6/23,28.799999,143.020004,43.220001,46.5,318,84.849998,33,30.67,124.830002,82.879997,26.32,9.32,122.940002,10.67,25.82,17.99,43.810001,72.43,26.450001,11.05,,
7/7/23,28.299999,143.910004,42.59,45.23,313.200012,83.010002,32.860001,30.870001,124.260002,83,26.309999,9.38,125.230003,10.65,26.059999,17.870001,43.799999,72.879997,26.290001,11.27,,
7/10/23,28.59,144.5,42.709999,45.599998,316.670013,83.419998,33.220001,31.58,124.82,82.449997,26.620001,9.6,127.949997,10.82,26.389999,18.18,44.150002,73.589996,26.6,11.34,,
7/11/23,28.66,146.339996,42.349998,45.799999,318.829987,83.900002,34.509998,32.040001,126.150002,80,26.879999,9.63,130.600006,10.9,26.950001,18.6,44.52,75.300003,27.190001,11.49,,
7/12/23,29.51,147.449997,43.310001,47.259998,324.579987,86.68,35.650002,33.32,128.449997,80.709999,27.5,10.26,132.729996,11.2,28.059999,19,45.200001,76.830002,28.129999,11.78,,
7/13/23,29.52,148.699997,43.470001,47.560001,327.350006,86.230003,35.330002,33.240002,127.879997,81.370003,27.379999,10.28,132.399994,11.16,28.209999,18.98,45.389999,76.279999,28,11.77,,
7/14/23,30,151.550003,44.75,48.48,331.98999,87.410004,36.09,34.220001,130,82.07,27.700001,10.75,134.399994,11.48,28.719999,19.48,45.68,74.970001,28.66,11.77,,
7/17/23,29.15,150.350006,43.560001,45.810001,325.890015,85.68,35.240002,32.84,126.260002,82.5,26.959999,10.17,130.759995,11.2,27.780001,18.950001,42.66,66.279999,27.26,11.46,,
7/18/23,30,153.380005,44.77,46.75,327.299988,87.540001,35.389999,33.099998,125.010002,83.800003,27.25,10.25,130.699997,11.34,28.299999,19.200001,43.759998,67.239998,27.799999,11.81,,
7/19/23,30.889999,152.75,45.93,47.080002,338,91.43,36.380001,34.630001,130.220001,83.699997,28,10.77,137.639999,11.65,29.09,19.93,45.619999,68.519997,28.200001,11.96,,
7/20/23,31.33,154.529999,46.369999,47.389999,339.160004,93.110001,38.560001,33.919998,132.259995,84.330002,29.200001,11.04,138.199997,11.87,30.57,20.09,45.630001,69.459999,29.25,12.04,,
7/21/23,31.870001,155.800003,47.18,47.540001,351.779999,94.269997,39.200001,33.57,134.580002,85.169998,29.32,12.04,139.729996,11.95,31.42,20.620001,45.66,70.830002,29.219999,12.22,,
7/24/23,32,154.970001,45.970001,46.98,352.829987,94.010002,38.560001,33.099998,133.869995,86.040001,28.450001,11.5,137.979996,11.85,31.129999,19.950001,45.049999,70.18,28.870001,12.1,,
7/25/23,32.759998,157.300003,46.389999,47.490002,357.420013,94.699997,39.189999,33.599998,135.960007,86,28.709999,12.04,140,12.28,32.220001,20.15,45.59,71.139999,29.52,12.23,,
7/26/23,32.240002,156.710007,46.48,47.389999,354.48999,94.400002,38.439999,33.27,135.110001,86.050003,28.440001,12.01,140.550003,12.19,31.959999,20.219999,45,70.860001,28.959999,12.23,,
7/27/23,32.43,157.770004,46.560001,47.599998,358.130005,93.650002,39.09,33.52,136.869995,86.650002,28.559999,12.54,140.860001,12.23,32.560001,20.360001,45.32,71.860001,29.5,13.56,,
7/28/23,32.150002,157.279999,46.049999,48.32,356.109985,92.459999,39.189999,32.610001,134.559998,85.019997,28.93,12.46,139.990005,12.1,32.419998,20.209999,45.889999,71.650002,29.860001,13.62,,
7/31/23,31.9,157.179993,46.34,47.59,354.880005,91.900002,39.75,33.310001,136.119995,86.160004,28.969999,12.64,141.380005,12.19,32.419998,20.299999,45.220001,71.389999,29.870001,13.78,,
8/1/23,31.84,157.429993,46.009998,47.330002,354,91.199997,39.439999,32.75,136.210007,86.5,29.01,12.22,138.449997,12.21,31.66,20.26,45.209999,71.959999,30.290001,13.74,,
8/2/23,31.16,155.559998,45.099998,46.419998,354.98999,89.519997,38.009998,32.400002,134.119995,86.050003,28.41,11.84,136.949997,12.12,30.700001,20.08,44.630001,71.18,29.940001,13.52,,
8/3/23,30.940001,155,44.709999,45.970001,349.98999,88.839996,38.330002,32.259998,133.820007,86.949997,28.18,11.89,137.429993,12.03,30.959999,20.17,45.139999,72.489998,29.02,13.38,,
8/4/23,31.360001,156.399994,45.099998,45.73,353.339996,89.349998,39.34,32,132.850006,86.059998,28.49,11.94,138.729996,12.18,31.33,20.43,45.5,73.150002,28.610001,13.41,,
8/7/23,31.41,156.600006,45.18,45.950001,355.399994,89.449997,39.93,32.240002,132.240005,85.459999,28.629999,11.89,140.419998,12.19,31.469999,20.74,45.59,73.870003,29.32,13.52,,
8/8/23,31.299999,154.320007,43.98,45.02,351.700012,87.849998,37.740002,31.4,129.080002,86.089996,27.24,11.62,137.320007,12.05,30.42,20.34,45.27,72.080002,28.459999,13.1,,
8/9/23,31.219999,155.320007,44.220001,45.02,346.820007,88.470001,39.889999,32.150002,128.830002,86,27.84,11.81,138.369995,11.86,30.82,20.790001,45.689999,72.559998,29.389999,13.18,,
8/10/23,31.01,154.380005,44,44.709999,344.070007,87.910004,39.939999,31.17,128.039993,85.410004,27.719999,11.61,136,11.92,30.85,20.780001,45.450001,72.559998,29.219999,13.15,,
8/11/23,30.799999,153.029999,43.509998,44.040001,339.929993,87.059998,39.189999,31.219999,127.349998,85.559998,27.51,11.46,134.110001,11.9,30.549999,20.6,45.619999,72.529999,28.51,12.86,,
8/14/23,31.049999,153.610001,43.529999,44.080002,337.410004,86.959999,39.080002,31.27,128.860001,85.669998,27.5,11.47,134.740005,11.87,30.370001,20.459999,45.860001,73.089996,28.5,12.61,,
