Date,BAC,JPM,WFC,C,GS,MS,USB,TFC,PNC,TD,FITB,KEY,MTB,HBAN,CFG,RF,BK,STT,ALLY,NYCB,,
11/17/23,29.709999,152.199997,42.830002,44.939999,339.5,80.330002,37.66,31.780001,130.350006,84.019997,27.450001,12.3,125,11.09,27.35,16.24,46.970001,70.18,27.459999,9.13,,
11/20/23,29.98,152.080002,42.860001,45.279999,340,80.029999,37.529999,31.74,129.740005,84.739998,27.5,12.31,126.470001,11.05,27.57,16.32,47.240002,69.720001,27.450001,9.25,,
11/21/23,29.99,153.199997,42.639999,45.119999,338.359985,79.07,37.209999,31.950001,129.520004,85,27.379999,12.15,126.169998,11,27.209999,16.200001,47.09,69.75,27.41,9.21,,
11/22/23,29.74,153.410004,42.66,45.310001,336.940002,78.790001,37.27,31.93,128.539993,83.690002,27.49,12.13,126.739998,10.98,27.209999,16.120001,47.009998,69.440002,27.129999,9.13,,
11/24/23,29.48,153.589996,42.799999,44.889999,338.799988,78.260002,36.799999,31.51,127.699997,83.220001,27.27,12.04,125.050003,10.91,26.68,16.09,47.25,69.849998,27.16,9.15,,
11/27/23,29.6,153.429993,42.639999,44.959999,339.190002,78.269997,36.830002,31.549999,127.739998,82.760002,27.09,11.79,124.650002,10.8,26.58,15.92,47.119999,69.879997,26.879999,9.1,,
11/28/23,29.530001,153.220001,42.970001,45.029999,337.380005,77.360001,36.669998,31.440001,128.600006,83,27.15,11.75,124.760002,10.8,26.35,15.98,47.02,69.889999,26.780001,9.17,,
11/29/23,29.879999,154.169998,43.689999,45.23,337,77.480003,37.349998,31.91,130.470001,82.25,27.68,12.02,126.190002,11,26.790001,16.18,47.27,70.650002,28.17,9.32,,
11/30/23,30.209999,154.910004,43.810001,45.790001,341.679993,78.769997,38,32.34,132.619995,82.800003,28.52,12.5,127.029999,11.18,27.379999,16.59,47.720001,71.910004,29.01,9.58,,
12/1/23,30.4,155.820007,44.509998,46,341.459991,79.080002,37.900002,32.02,133.690002,83.43,28.950001,12.26,127.5,11.25,27.17,16.620001,48.23,72.800003,29.209999,9.38,,
12/4/23,30.530001,156.020004,44.709999,46.790001,346.299988,80.150002,39.209999,33,137.130005,82.699997,30.299999,13.05,131.320007,11.65,28.02,17.34,48.299999,73.169998,30.530001,9.81,,
12/5/23,30.68,157.259995,44.950001,47.009998,346.600006,80.68,39.259998,33.119999,139.970001,81.620003,30.530001,13.25,133.529999,11.74,28.33,17.5,48.580002,73.82,30.4,9.74,,
12/6/23,30.780001,158.839996,44.799999,47.799999,343.51001,80.779999,39.700001,33.400002,139.990005,81.879997,30.49,13.02,132.419998,11.73,29.4,17.209999,48.689999,73.75,31.1,9.75,,
12/7/23,30.59,156.690002,44.790001,47.939999,343.709991,79.760002,39.32,33.529999,140.139999,82.410004,30.4,13.03,131.679993,11.75,28.93,16.969999,47.790001,71.779999,29.76,9.68,,
12/8/23,30.67,157.259995,45.360001,48.509998,344.309998,80.279999,39.779999,34,139.940002,82.129997,30.99,13.08,133.139999,11.87,29.33,17.33,48.5,73.150002,29.4,9.79,,
12/11/23,30.92,158.520004,45.900002,48.75,351.440002,82.370003,40.290001,34.220001,141.279999,81.010002,31.1,13.25,132.009995,11.97,29.4,17.379999,49.150002,73.830002,29.83,9.7,,
12/12/23,30.77,159.229996,45.939999,48.009998,351.410004,82.940002,40.389999,34.610001,140.929993,81.129997,30.879999,13.12,133.169998,11.96,29.49,17.49,49.540001,74.720001,29.93,9.84,,
12/13/23,30.75,160.520004,46.5,48,352.940002,83.470001,40.52,34.130001,140.669998,81.599998,30.549999,13.02,131.669998,11.83,29.27,17.25,49.950001,75.269997,30.27,9.89,,
12/14/23,32.619999,161.830002,48.439999,50.009998,366.5,87.230003,43.889999,36.700001,149.649994,81.019997,33.240002,14.52,139.979996,12.67,32.790001,18.76,51.48,77.849998,33.599998,11,,
12/15/23,33.82,163.080002,50.099998,49.689999,380.190002,91,44.720001,37.439999,152.899994,83.099998,35.07,14.66,143.949997,12.98,33.330002,19.48,51.290001,77.639999,34.630001,11.3,,
12/18/23,33.709999,165.919998,50.41,50.16,381.26001,91.660004,45.299999,36.709999,152.809998,84.940002,35.259998,14.44,142.399994,12.99,33.959999,19.690001,52.049999,78,34.93,10.8,,
12/19/23,33.029999,166,49.669998,49.419998,376.01001,90.919998,44.130001,36.41,151.449997,83,35.240002,14.15,137.199997,12.7,32.990002,19.110001,51.41,77.339996,34.049999,10.54,,
12/20/23,33.380001,167.990005,49.830002,50.700001,380.730011,91.459999,43.73,36.419998,153.800003,83.25,35.330002,14.4,138.5,12.76,33.32,19.26,51.509998,77.330002,34.529999,10.51,,
12/21/23,33.240002,166.839996,49.619999,50.41,380.049988,92.139999,42.880001,36.130001,150.990005,84.220001,34.279999,14.27,135,12.59,32.75,19.18,51.049999,76.470001,34.43,10.24,,
12/22/23,33.209999,167.5,49.66,50.73,382,92.900002,43.349998,36.669998,151.789993,83.849998,34.619999,14.37,136.970001,12.74,33.130001,19.24,51.59,77.370003,34.389999,10.1,,
12/26/23,33.450001,167.460007,49.16,50.880001,380.649994,92.610001,43.619999,36.709999,152.339996,84.849998,34.57,14.33,136.839996,12.67,33.139999,19.299999,51.439999,77.290001,34.34,10.1,,
12/27/23,33.799999,167.839996,49.41,51.139999,381.200012,92.690002,43.950001,36.990002,153.5,85.110001,34.849998,14.43,138.550003,12.75,33.389999,19.59,51.939999,77.639999,34.68,10.34,,
12/28/23,33.82,169.350006,49.139999,51.400002,384.519989,93.309998,43.43,37.119999,155.440002,85.489998,34.669998,14.41,138.089996,12.79,33.450001,19.57,52.009998,78.550003,34.799999,10.19,,
12/29/23,33.939999,170,49.349998,51.560001,385.570007,93.489998,43.52,37.09,155.270004,85.150002,34.75,14.53,138.490005,12.77,33.450001,19.52,52.200001,77.830002,34.939999,10.38,,
1/2/24,33.389999,169.089996,49.049999,51.299999,383,92.660004,43.119999,36.630001,153.979996,85.300003,34.299999,14.3,136.559998,12.7,32.799999,19.15,52,77.660004,34.700001,10.2,,
1/3/24,33.650002,171.860001,49.09,53.25,383.880005,93.199997,43.380001,37.060001,154.800003,85.25,34.310001,14.36,138,12.8,33,19.200001,52.439999,78.690002,34.650002,10.3,,
1/4/24,33.57,170.639999,48.82,53.919998,383.549988,92.150002,42.939999,37.060001,151.889999,84.839996,33.990002,14.2,134.350006,12.5,32.16,18.809999,51.98,76.860001,34.849998,10.19,,
1/5/24,33.799999,171.470001,49.400002,54.029999,381.920013,92.209999,42.950001,36.900002,153.169998,85.550003,34.299999,14.34,136.050003,12.68,32.25,18.870001,51.860001,77.18,33.650002,10.21,,
1/8/24,34.299999,172.020004,49.380001,53.990002,385.970001,93.209999,43.610001,37.48,156,86.080002,35.209999,14.54,137.360001,12.95,33.119999,19.280001,52.400002,78.120003,34.900002,10.33,,
1/9/24,33.82,171.619995,49.439999,53.849998,384.600006,92.75,43.369999,37.57,156.220001,85.400002,35.040001,14.64,136.610001,12.94,33.220001,19.440001,52.52,77.410004,34.23,10.45,,
1/10/24,33.5,170,49,53.049999,381.350006,91.529999,43.310001,37.610001,154.5,82.949997,35.259998,14.54,136.559998,12.86,33.18,19.110001,52.779999,77,34,10.49,,
1/11/24,33.360001,170.330002,48.889999,51.84,380.890015,90.949997,43.299999,37.459999,154.529999,81.650002,35.459999,14.35,135.839996,12.81,33.099998,18.790001,52.490002,76.349998,33.77,10.45,,
1/12/24,32.25,173.800003,47.950001,52.299999,383.339996,91.279999,42.869999,37.439999,151.789993,80.599998,34.75,14.45,135.449997,12.74,32.759998,18.639999,55,77.220001,33.66,10.2,,
1/16/24,32.41,164.869995,46.77,51.779999,378.359985,86.739998,41.669998,36.209999,147.720001,80.389999,33.830002,13.93,131,12.41,31.1,17.99,55,76.010002,32.700001,9.9,,
1/17/24,31.719999,167.339996,46.240002,51.110001,375.200012,84.849998,41.349998,35.740002,147.259995,80.849998,33.25,13.67,129.369995,12.11,31.59,17.65,54.84,74.779999,32.450001,9.7,,
1/18/24,31.75,167.119995,46.549999,51.450001,380.329987,84.830002,40.889999,36.200001,148.949997,79.730003,33.919998,13.45,133.619995,12.28,31.879999,18.049999,54.849998,75.029999,32.57,9.85,,
1/19/24,31.799999,167.550003,46.630001,51.119999,376.730011,83.910004,40.290001,36.200001,147,80,34.23,13.23,133.289993,12.25,31.709999,17.950001,54.529999,79.900002,33,9.8,,
1/22/24,32.360001,170.460007,48.23,51.990002,386.359985,85.459999,42.099998,37.599998,151.089996,80.139999,34.200001,14.01,140.149994,12.83,32.779999,18.75,55.110001,76,36,10.02,,
1/23/24,32.540001,169.669998,48.650002,52.91,379.980011,85.669998,41.970001,37.080002,149.820007,81.5,34.740002,14.24,142.330002,13,33.200001,19.16,54.599998,74.110001,36.5,10.15,,
1/24/24,33.029999,169.360001,49.369999,53.540001,381.809998,87.32,42.380001,37.09,150.899994,81.900002,34.619999,14.6,142.720001,12.84,33.380001,19.200001,54.950001,74.349998,36.950001,10.33,,
1/25/24,33.209999,172.309998,49.68,53.400002,382.690002,88.139999,42.98,38,152,82.099998,35.060001,14.65,144,13.24,34,19.48,55.139999,73.629997,36.75,10.4,,
1/26/24,33.400002,172.610001,49.84,53.860001,378.649994,87.879997,42.619999,37.59,151.070007,82.629997,35.02,14.64,142.690002,12.94,33.610001,19.23,55.459999,74.870003,37,10.2,,
1/29/24,33.400002,172.240005,50.16,53.470001,375.890015,87.400002,42.619999,37.669998,151,82.010002,34.720001,14.64,141.100006,13.01,33.599998,19.120001,55.16,74.739998,37.580002,10.39,,
1/30/24,33.900002,172.830002,50.630001,55.040001,384,86.980003,42.869999,38.119999,153.300003,82.089996,35.720001,14.85,142.440002,13.12,33.950001,19.370001,56.16,75.080002,37.68,10.44,,
1/31/24,34.57,176.199997,51.009998,56.740002,386,87.709999,42.459999,37.41,151.770004,82.849998,34.369999,14.52,137.539993,12.73,33.07,18.860001,55.880001,74.730003,36.650002,5.96,,
2/1/24,33.93,173.639999,49.82,56.02,384.429993,87.190002,41.580002,37.25,151.539993,82.529999,34.299999,14.55,137.389999,12.74,32.860001,18.709999,55.5,73.769997,37.279999,6.55,,
2/2/24,33.369999,173.300003,48.5,55.599998,381.799988,86.470001,40.5,36.27,143.979996,81.629997,33.349998,13.9,128.830002,12.31,30.43,17.969999,55.490002,73.209999,36.75,5.65,,
2/5/24,33.110001,173.860001,48.610001,54.939999,384.600006,86.580002,40.439999,36.490002,146.470001,81.019997,33.369999,14.2,132.190002,12.43,32.330002,18.110001,55.27,72.519997,35.970001,5.98,,
2/6/24,32.919998,174.610001,48.52,54.380001,383.019989,85.620003,40.049999,36.290001,145.800003,81.010002,33.369999,14.18,132.830002,12.4,31.49,17.870001,54.900002,72.410004,35.580002,5.47,,
2/7/24,33.060001,175.690002,48.450001,54.5,385.309998,86.260002,40.240002,36.419998,149.300003,80.199997,33.619999,13.97,133.059998,12.49,31.790001,17.969999,55.130001,72.68,36,4.25,,
2/8/24,33.049999,175,48.18,54.18,386,85.68,39.700001,35.200001,147.169998,80.449997,33.220001,13.78,129.630005,12.24,31.190001,17.700001,55.07,73,36.25,4.3,,
2/9/24,33.099998,175,48.220001,54.290001,384.769989,85.690002,40.299999,35.360001,147.869995,79.739998,33.43,13.93,131.070007,12.35,31.24,17.83,55.009998,72.339996,36.18,4.2,,
2/12/24,33,174.779999,48,53.57,385,85.860001,40.23,35.779999,147.770004,79.419998,33.700001,13.9,133.309998,12.47,31.5,18.049999,55.119999,72.809998,36.189999,4.99,,
2/13/24,33.119999,175.320007,48.400002,53.290001,387.589996,85.860001,40.23,35.380001,146.779999,79.75,33.310001,13.7,134.479996,12.43,31.25,18.059999,55.009998,72.690002,35.93,4.66,,
2/14/24,32.98,175.070007,48.599998,53.639999,380.880005,84.540001,40.459999,35.32,146.630005,79.25,33.240002,13.71,134.410004,12.61,31.139999,18.139999,54.389999,71.779999,35.84,4.66,,
2/15/24,33.32,176.149994,48.73,54.220001,379.420013,84.449997,40.860001,35.669998,148.75,78.949997,33.610001,14,136.880005,12.78,31.59,18.41,54.790001,71.93,36.439999,4.7,,
2/16/24,33.919998,179.610001,51.939999,54.959999,383.23999,85.519997,41.150002,36.07,148.419998,79.629997,33.5,14.01,136.729996,12.77,31.370001,18.32,55.209999,73,36.439999,4.87,,
2/20/24,33.779999,179.190002,51.5,54.580002,380.950012,85.940002,41.110001,35.630001,148.020004,80.529999,33.639999,13.85,136.929993,12.68,31.120001,18.32,54.040001,70.860001,35.549999,4.79,,
2/21/24,33.360001,179.949997,51.639999,55.259998,381.839996,85.010002,40.959999,35.23,145.570007,80.440002,33.689999,14.1,137.059998,12.74,31.16,18.33,54.970001,71.550003,36.169998,4.65,,
2/22/24,33.369999,181.820007,52.830002,55.439999,389.230011,85.949997,41.349998,36.080002,145.789993,80.550003,33.540001,14.32,137.550003,12.94,31.299999,18.33,55.310001,72.5,36.32,4.52,,
2/23/24,33.73,183.809998,53.529999,55.990002,390,86.07,41.369999,35.73,145.259995,80.699997,33.470001,14.33,138.119995,12.87,31.08,18.290001,55.599998,72.660004,36.130001,4.6,,
2/26/24,33.790001,183.75,53.75,55.959999,391.049988,86.5,41.110001,35.080002,145.399994,81.209999,33.41,13.95,137.600006,12.86,30.93,18.219999,55.330002,73.059998,36,4.52,,
2/27/24,33.73,183.309998,54.279999,55.68,392.26001,85.970001,41.25,34.709999,145.470001,81.370003,33.32,13.83,136.699997,12.86,30.73,18.35,55.299999,72.940002,36.32,4.45,,
2/28/24,34.220001,183.429993,54.740002,55.52,387.190002,85.43,41.099998,34.720001,145.199997,80.809998,33.75,13.98,137.839996,12.88,30.68,18.5,55.540001,73.32,36.290001,4.66,,
2/29/24,34.330002,185.660004,55.040001,55.5,395.220001,86.489998,41.740002,35.23,147.949997,80.5,33.919998,14.16,140,13.1,31,18.6,55.889999,73.900002,36.720001,4.58,,
3/1/24,34.529999,185.699997,55.400002,55.48,389.630005,86.220001,41.610001,34.970001,147.460007,82.099998,34.080002,14.19,137.539993,12.91,31.08,18.49,55.939999,73.639999,37.02,3.45,,
3/4/24,34.290001,184.710007,54.869999,55.41,388.809998,87.879997,42.419998,35.369999,150.990005,81.089996,34.799999,14.48,138.960007,13.05,31.969999,19,55.16,73.720001,37.549999,3.64,,
3/5/24,34.93,186.360001,55.709999,55.75,390.720001,89.190002,42.509998,35.98,153.320007,81,35.439999,14.47,139.190002,13.34,31.73,18.950001,55.400002,73.349998,36.57,2.79,,
3/6/24,35.650002,189.25,56.82,57.07,395,86.769997,43.060001,37.169998,148.809998,80.199997,36.290001,14.94,142.949997,13.61,33.66,19.469999,55.82,73.279999,36.099998,3.18,,
3/7/24,35.599998,189.910004,57.049999,57.540001,391.899994,86.080002,43.450001,37.790001,151.419998,80.949997,36.25,15.17,142.850006,13.7,33.849998,19.51,55.880001,72.230003,36.099998,3.68,,
3/8/24,35.869999,188.440002,57.209999,58.040001,388.730011,86.620003,43.77,37.130001,151.600006,81.800003,36.75,15.2,144.75,13.64,34.389999,19.780001,55.779999,72.330002,36.950001,3.85,,
3/11/24,35.389999,187.279999,56.779999,57.150002,385.670013,86.82,43.169998,37.25,150.360001,81.93,36.450001,14.87,142.160004,13.45,34.009998,19.620001,55.040001,72.089996,36.959999,3.45,,
3/12/24,35.900002,188.949997,57.25,57.509998,387.619995,87.239998,43.389999,37.299999,153,81,36.669998,14.94,142.910004,13.49,34.240002,19.6,55.75,73.650002,37.509998,3.36,,
3/13/24,35.959999,190.360001,57.619999,57.5,388.910004,87.449997,43.23,36.990002,151.520004,81.709999,36.700001,14.85,143.880005,13.41,34.130001,19.4,55.240002,72.519997,38.080002,3.44,,
3/14/24,35.919998,191.029999,57.869999,58.330002,394.429993,89,43.09,36,151.789993,81.620003,35.900002,14.75,142.380005,13.3,33.98,19.219999,55.049999,72.480003,38.75,3.8,,
3/15/24,35.279999,186.479996,56.860001,56.450001,388.869995,88.480003,41.93,34.580002,147.220001,81.839996,35.099998,14.22,139.25,12.78,32.939999,18.73,53.919998,71.050003,37.259998,3.77,,
3/18/24,35.66,190.630005,57.599998,57.849998,388.649994,88.360001,42.470001,35,149.360001,81.099998,35.099998,14.48,141.699997,12.99,33.529999,19.26,54.57,72.510002,37.619999,3.75,,
3/19/24,35.889999,192.710007,57.650002,58.59,384.070007,88,42.400002,35.119999,149.309998,81.459999,35.369999,14.35,140.539993,12.99,33.549999,19.129999,54.990002,72.489998,37.889999,3.57,,
3/20/24,35.84,194.190002,56.619999,58.490002,386.359985,88.050003,41.919998,35.41,149.690002,80.379997,35.360001,14.38,138.889999,12.95,33.27,19.200001,55.139999,72.540001,37.84,3.55,,
3/21/24,36.93,196.520004,57.59,60.310001,399.769989,91.959999,43.75,37.02,154.619995,80.599998,36.75,15.16,143.570007,13.38,35,19.91,56.490002,74.199997,40.09,3.67,,
3/22/24,37.41,199.009995,57.810001,61.040001,414.399994,93.519997,44.93,38.27,158.199997,81.379997,37.18,15.44,146.210007,13.65,35.849998,20.25,57.290001,76.07,40.299999,3.61,,
3/25/24,37.099998,196.600006,57.080002,60.889999,406.869995,91.769997,43.75,37.610001,156.160004,81.660004,36.380001,15.11,142.539993,13.31,35.18,19.91,56.560001,76.389999,39.25,3.56,,
3/26/24,37,194.589996,57.139999,61.150002,406.089996,91.419998,44,37.82,155.139999,81.269997,36.419998,15.3,143.240005,13.38,35.619999,20.049999,56.599998,76.080002,39.599998,3.38,,
3/27/24,37.25,196.5,56.380001,62.029999,409.619995,92.029999,43.299999,37.759998,155.970001,81.449997,36,15.18,142.169998,13.35,34.950001,20.129999,56.900002,76.599998,39.560001,3.22,,
3/28/24,37.720001,199.490005,57.66,62.73,416.209991,93.75,44.419998,38.830002,159.979996,81.580002,36.740002,15.64,145.25,13.79,35.900002,20.68,57.110001,76.650002,39.810001,3.32,,
4/1/24,37.939999,199.990005,57.880001,63.599998,416.679993,94.160004,44.580002,38.919998,161.399994,82.540001,36.970001,15.81,145.440002,13.95,36.18,21.059999,57.459999,76.889999,40.52,3.24,,
4/2/24,37.189999,198.389999,57.360001,62.650002,410.73999,92.900002,43.689999,38.119999,159,81.730003,36.41,15.33,141.919998,13.68,35.299999,20.440001,56.98,77.43,39.119999,3.16,,
4/3/24,37.400002,199.039993,57.200001,62.860001,411,92.949997,43.23,37.880001,157.630005,81.470001,35.990002,15.25,140.720001,13.6,35.040001,20.370001,57,76.970001,38.200001,3.07,,
4/4/24,37.700001,199.149994,57.73,62.150002,418,94.199997,43.57,38.57,158.919998,80.419998,36.169998,15.53,140.960007,13.8,35.459999,20.540001,58,77.989998,39.490002,3.29,,
4/5/24,36.810001,196.160004,56.630001,60.82,406.559998,92.25,42.75,37.59,156.75,81.220001,35.220001,14.99,137.5,13.45,33.93,19.940001,56.639999,75.879997,38.25,3.18,,
4/8/24,37.200001,197.619995,57.380001,61.669998,409.100006,93,43.290001,38.389999,158.190002,81.379997,35.549999,15.21,139.570007,13.96,34.209999,20.25,56.970001,76.260002,38.470001,3.12,,
4/9/24,37.509998,198.070007,57.700001,61.75,411.51001,93.610001,43.82,39.119999,161.259995,79.709999,36.290001,15.5,141.039993,14.05,35.119999,20.5,57.240002,76.68,39.73,3.28,,
4/10/24,37.18,195.550003,56.790001,60.52,404.01001,92.269997,43.009998,38.310001,158.899994,80.290001,35.68,15.18,137.229996,13.79,34.27,20.290001,56.5,75.480003,37.959999,3.12,,
4/11/24,36.75,196,56.98,60.349998,400.480011,91.720001,42.200001,37.389999,155.429993,79.860001,34.889999,14.92,135.100006,13.57,33.919998,19.719999,55.59,74.220001,38.009998,3.01,,
4/12/24,35.810001,188.320007,55.970001,62.290001,392.839996,85.800003,41.209999,36.709999,150.169998,78.580002,34.450001,14.47,133.080002,13.4,33.07,19.049999,55.209999,74.650002,37.490002,2.96,,
4/15/24,36.330002,184.5,57.610001,60.18,407,87.800003,42.060001,37.200001,152.360001,78.980003,35.040001,14.83,139.940002,13.41,33.580002,19.379999,55.810001,76.470001,37.720001,2.86,,
4/16/24,36.099998,182.899994,56.900002,58.18,404.450012,90.709999,41.25,36.369999,147.179993,78.669998,34.279999,14.28,140.169998,13.19,32.75,19,55.369999,74.900002,36.32,2.89,,
4/17/24,34.889999,181.369995,56.880001,57.490002,402.399994,90.129997,39.5,35.790001,149.059998,77.949997,34.52,14.35,138.610001,13.18,33.279999,18.98,54.139999,73.099998,36.369999,2.95,,
4/18/24,35.540001,181.100006,57.630001,58.490002,405.48999,90.660004,39.41,35.830002,147.360001,78.300003,34.169998,14.3,138.929993,13.18,33.02,18.889999,54.880001,73.260002,37.490002,2.96,,
4/19/24,36.099998,182.399994,59,58.23,404.059998,90.360001,39.459999,35.799999,148.990005,78.260002,36.419998,14.34,139.919998,13,33.02,18.950001,55.419998,73.510002,38.970001,2.93,,
4/22/24,37,185.990005,60.400002,59.439999,406.940002,91.110001,40.68,35.84,152.759995,78.879997,36.549999,14.69,144.059998,13.3,34.07,18.84,56.720001,73.790001,39.240002,2.94,,
4/23/24,37.939999,191.130005,61.169998,61.080002,417.709991,92.160004,41.130001,37.98,156.5,79.900002,36.639999,14.56,145.789993,13.54,34.5,19.24,57.139999,74.5,39.740002,3.11,,
4/24/24,38.02,190.529999,60.599998,62.130001,421.5,93.110001,40.529999,38.580002,156.169998,80.260002,36.580002,14.54,145.630005,13.59,34.709999,19.139999,57.029999,73.699997,39.439999,3.15,,
4/25/24,37.93,192.25,60.610001,61.84,420.98999,93,41.34,38.630001,157.369995,80.349998,36.959999,14.92,148.059998,13.69,35.439999,20,57.299999,73.980003,39.299999,3,,
4/26/24,37.93,193.570007,59.779999,61.509998,420.230011,92.5,41,37.93,156.070007,80.410004,36.779999,14.63,146.960007,13.5,35.369999,19.66,57.25,73.349998,39.220001,3.05,,
4/29/24,37.84,193.479996,59.860001,62.740002,427.570007,91.330002,41.220001,38.290001,156.130005,80.870003,36.830002,14.75,146.240005,13.51,35.240002,19.65,57.389999,73.120003,39.400002,3.02,,
4/30/24,37.349998,192.809998,59.599998,61.91,428.5,91.599998,41.049999,38.009998,154.75,80.910004,36.73,14.55,144.470001,13.45,34.299999,19.51,57.189999,73.43,38.580002,2.76,,
5/1/24,37.209999,192.270004,59.580002,61.48,426.690002,91.279999,40.59,37.689999,153.240005,80.959999,36.830002,14.59,145.009995,13.5,34.25,19.360001,56.529999,72.510002,38.290001,3.19,,
5/2/24,37.369999,193.070007,60.119999,62.189999,431.200012,92.540001,41.610001,38.540001,155.809998,81.300003,37.470001,14.94,147.5,13.78,35.060001,19.790001,56.919998,73.709999,39.150002,3.4,,
5/3/24,37.25,192,60.029999,61.509998,435,93.339996,41.549999,38.880001,157.360001,80.5,37.400002,15.11,147,13.8,35.540001,19.91,56.91,73.910004,39.630001,3.4,,
,,,,,,,,,,,,,,,,,,,,,,
